Scientific name,Common name,agreement number ,partner in agreement,Note if plan is management area (and relevance to the species if information is present),Programatic (Y/N),type of partners,doc link,notes on actions taken (from notes tab),Don't know how to categorize action - dump text here,1. Land/Water Management,2. Species Management,3. Awareness raising,4. law enforcement and prosecution,"5. livelihood, economic and moral incentrives",6. Conservation Design and Planning,7. Legal and Policy frameworks,8. Research and monitoring,9. Education and Training,10. Institutional Development,funding ,
Lithobates onca,RELICT LEOPARD FROG,doc 1 CCAA,cooperator (unspecified landowner),,Y,P,https://www.fws.gov/nevada/protected_species/amphibians/documents/rlf/rlf_pccaa_061015.pdf,Specifiy for each CA - have taken baseline agreements that all agree to (from Attachment B),,,,,,,,,,,,,
Lithobates onca,RELICT LEOPARD FROG,doc 1 CCAA,"USFWS, Nevada Department of Wildlife",, ,M,https://www.fws.gov/nevada/protected_species/amphibians/documents/rlf/rlf_pccaa_061015.pdf,"May be other sections of text that suggest cooperative actions, even if not out right stated, worth bringing in?",,,,,,,,,,,,,
Oncorhynchus clarkii virginalis,RIO GRANDE CUTTHROAT TROUT,doc 1 CCAA,Vermejo Park Ranch (property owner),,?,P,https://www.fws.gov/southwest/es/newmexico/documents/Vermejo_Park_Ranch_CCAA.pdf, ,,,,,,,,,,,,,
Oncorhynchus clarkii virginalis,RIO GRANDE CUTTHROAT TROUT,doc 1 CCAA,New Mexico Department of Game and Fish,, ,C,https://www.fws.gov/southwest/es/newmexico/documents/Vermejo_Park_Ranch_CCAA.pdf, ,implement,,,,,,,,,,,,
Oncorhynchus clarkii virginalis,RIO GRANDE CUTTHROAT TROUT,doc 1 CCAA,Colorado Division of Parks and Wildlife,, ,C,https://www.fws.gov/southwest/es/newmexico/documents/Vermejo_Park_Ranch_CCAA.pdf, ,,,,,,,,,,,,,
Oncorhynchus clarkii virginalis,RIO GRANDE CUTTHROAT TROUT,doc 1 CCAA,USFWS,,,S,https://www.fws.gov/southwest/es/newmexico/documents/Vermejo_Park_Ranch_CCAA.pdf, ,,,,,,,,,,,,,
Euphydryas anicia cloudcrofti,SACRAMENTO MOUNTAINS CHECKERSPOT BUTTERFLY,doc 1 conservation plan ,Village of Cloudcroft,,N,G,https://www.fws.gov/southwest/es/NewMexico/documents/SMCB_Final_11_1_05.pdf,Have dollar amounts for funding from each and what this is being spent on , ,,,,,,,,,,,,
Euphydryas anicia cloudcrofti,SACRAMENTO MOUNTAINS CHECKERSPOT BUTTERFLY,doc 1 conservation plan ,Otero County,,N,G,https://www.fws.gov/southwest/es/NewMexico/documents/SMCB_Final_11_1_05.pdf,"***in separate part of document, have a bunch of indirect conservatoin actions that are listed as benefiting butterfly, even if not directly done for the butterfly - are these of interest? ",,,,,,,,,,,,,
Euphydryas anicia cloudcrofti,SACRAMENTO MOUNTAINS CHECKERSPOT BUTTERFLY,doc 1 conservation plan ,Lincoln National Forest,,N,G,https://www.fws.gov/southwest/es/NewMexico/documents/SMCB_Final_11_1_05.pdf, ,community protection??,,,,,,,,,,,,
Euphydryas anicia cloudcrofti,SACRAMENTO MOUNTAINS CHECKERSPOT BUTTERFLY,doc 1 conservation plan ,USFWS,,N,G,https://www.fws.gov/southwest/es/NewMexico/documents/SMCB_Final_11_1_05.pdf, ,,,,,,,,,,,,,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,Duke Energy Carolinas ,,N,,,"tense is werid - not something that partners are agreeing to do, but a combo of done and doing --> could pick through for cooperation between partners",,,,,,,,,,,,The following additional conservation measures will be conducted or funded annually by Duke Energy for the term of this CCA: ,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,USFWS ,,N,,,could pick through for cooperation between partners,"Inspect Enrolled Lands at least annually to ensure the Parties’ activities are consistent with this CCA, the respective Hydroelectric Project licenses, and the Settlement Agreements. ",,,,,,,,Coordinate with the Parties regarding any biological monitoring of the Sicklefin Redhorse or other species of interest in the Enrolled Lands. ,,Coordinate with the Parties regarding any biological monitoring of the Sicklefin Redhorse or other species of interest in the Enrolled Lands. ,,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,USFWS ,,N,,,could pick through for cooperation between partners,,0,USFWS’s Warm Springs National Fish Hatchery has participated in the rearing of Sicklefin Redhorse hatchery stock for population augmentation and reintroduction.,0,0,0,0,0,0,0,0,"USFWS has provided financial support to NCSU for conducting research into the life history of the Sicklefin Redhorse. Additionally, the USFWS has provided financial support to assess Sicklefin Redhorse genetic health and information necessary for rearing this species in a hatchery setting.", 
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,North Carolina Wildlife Resources Commission,,N,"*** Only have parties for agreement listed, not cooperators : Brookfield Smoky Mountain Hydro (Brookfield) • Conservation Fisheries, Inc. (CFI) • Warm Springs National Fish Hatchery (WSNFH) • North Carolina Department of Transportation  AND Young Harris College- *** Need to add to list of partners and also include action for these",**** Missing Young Harrison college, ,,,,,,,,,Identify research needs for information relevant to the management and survival of the species and initiate action and support to complete needed research. ,,"Provide detailed technical guidance and support to citizen watershed groups, United States Department of Agriculture - Natural Resources Conservation Service, local governments, and other relevant cooperators in the occupied watersheds to conserve and improve habitat conditions for the species. ",FUNDING,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,North Carolina Wildlife Resources Commission,,N,,, ,,0,"NCWRC biologists have cooperated with many partners since the mid-1990s to learn much about the taxonomic status, distribution, life history, ecology, and population genetics of the Sicklefin Redhorse. Cooperative efforts with the Parties to assess spawning habitat, estimate population size and genetic structure, and collect gametes for captive propagation in the Little Tennessee River system have been coordinated annually since 2005.",0,0,0,0,0,"NCWRC biologists have cooperated with many partners since the mid-1990s to learn much about the taxonomic status, distribution, life history, ecology, and population genetics of the Sicklefin Redhorse. Cooperative efforts with the Parties to assess spawning habitat, estimate population size and genetic structure, and collect gametes for captive propagation in the Little Tennessee River system have been coordinated annually since 2005.",0," The NCWRC chairs an informal
working group of partners, including many of the Parties, which meets annually
to cooperatively plan research and management actions, identify needs for the
species, and develop strategies to address the identified needs. ",0, 
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,Tennessee Valley Authority,,N,,,,,,,,,,,,,,,,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,Eastern Band of Cherokee Indians,,N,,,,,,,,,,,,,,,The following conservation measures will be conducted or funded annually by EBCI for the term of this CCA ,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,Georgia Department of Natural Resources,,N,,, ,,,,,,,,,,,,FUNDING,
Lepidium papilliferum,SLICKSPOT PEPPERGRASS,doc 2 Integrated Natrual Resource Mangagement Plan ,The Air force,Y management plan - only information taken is species specific,N,,,Set up weird - as goals and objectives ,,,,,,,,,,,,,
Lepidium papilliferum,SLICKSPOT PEPPERGRASS,doc 2 Integrated Natrual Resource Mangagement Plan ,"Air force, BLM, ???",Y management plan - only information taken is species specific,N,M,,,,,,,,,,,,,,,
Lepidium papilliferum,SLICKSPOT PEPPERGRASS,doc 2 Integrated Natrual Resource Mangagement Plan ,366th wing,Y management plan - only information taken is species specific,N,,,** differences accounted based on wether limited to species specific actions or not (there are overview actions for entire plan with mulitple species),Controls access to and use of installation natural resources. ,,"Continue efforts in accordance with Record of Decision (3) (b), “The 366th Wing will conduct construction activities so as to minimize the loss of slickspot peppergrass, a BLM-sensitive species. Measures will be taken to protect significant populations on withdrawn lands, participate in interagency ecosystem goals designed to propagate and protect the species, and facilitate increased knowledge of the species by providing outside agency access to the protected habitat.” ", ,,,,,,,Certifies the annual review of the INRMP as  valid and current; or delegates the certification of the annual INRMP review to the appropriate designee; ,Provides appropriate funding and staffing to ensure implementation of the INRMP; ,
Lepidium papilliferum,SLICKSPOT PEPPERGRASS,doc 2 Integrated Natrual Resource Mangagement Plan ,366th wing,Y management plan - only information taken is species specific,N,,,,,0,"Continue efforts in accordance with Record of Decision (3) (b), “The 366th Wing will conduct construction activities so as to minimize the loss of slickspot peppergrass, a BLM-sensitive species. Measures will be taken to protect significant populations on withdrawn lands, participate in interagency ecosystem goals designed to propagate and protect the species, and facilitate increased knowledge of the species by providing outside agency access to the protected habitat.”",0,0,0,0,0,0,0,0,0,
Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,doc 1,"BLM, USFWS, Nevada Division of Wildlife",N,N,M,https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf,"Cost given for each action as well as the amount each agency will contribute, Note that information was taken from ""Recovery Plan Implementation Schedule"" table found on page 41. I'm slightly concerned that there is an element of recreation management not reflected in coding but this was not correlated to a specific partner. ", ,Restore and manage desert dace. Soldier Meadows cinquefoil. and ,,,,,,,1,,,,
Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,doc 1,"BLM, USFWS, Nevada Division of Wildlife",N,N,M,https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf,"Cost given for each action as well as the amount each agency will contribute, Note that information was taken from ""Recovery Plan Implementation Schedule"" table found on page 41. I'm slightly concerned that there is an element of recreation management not reflected in coding but this was not correlated to a specific partner. ", ,Desert dace habitat restoration,0,0,0,0,0,0,"Monitor desert dace, Soldier Meadows cinquefoil, and hydrobiid snail populations",0,,0,
Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,doc 1,"BLM, USFWS ",N,N,M,https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf,"Cost given for each action as well as the amount each agency will contribute, Note that information was taken from ""Recovery Plan Implementation Schedule"" table found on page 41. I'm slightly concerned that there is an element of recreation management not reflected in coding but this was not correlated to a specific partner. ", ,,,,,,,,,,,,
Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,doc 1,BLM,N,N,G,https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf,"Cost given for each action as well as the amount each agency will contribute, Note that information was taken from ""Recovery Plan Implementation Schedule"" table found on page 41. I'm slightly concerned that there is an element of recreation management not reflected in coding but this was not correlated to a specific partner. ", ,,,,,,,,,,,,
Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,doc 1,USFWS,N,N,G,https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf,"Cost given for each action as well as the amount each agency will contribute, Note that information was taken from ""Recovery Plan Implementation Schedule"" table found on page 41. I'm slightly concerned that there is an element of recreation management not reflected in coding but this was not correlated to a specific partner. ",related to research/studying popn?,,,,,,,,,,,,
Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,doc 1,Nevada Division of Wildlife, ,N,G,https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf, ,,,,,,,,,,,,,
Urocitellus endemicus,SOUTHERN IDAHO GROUND SQUIRREL,doc 1 CCAA,Idaho Department of Fish and Game,,Y,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_302.pdf,Do we care about permit hold for agreement? ,"Add to 10 ""Prepare annual reports in accordance with the Agreement and the site-specific plans.""",,,,,,,,,,,,
Urocitellus endemicus,SOUTHERN IDAHO GROUND SQUIRREL,doc 1 CCAA,Idaho Governor's Office of Species Conservation,,Y,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_302.pdf,Can tell some actions are joint because using the exact same frazing - worth combining these partners? (--> developing plans and species translocation),,,,,,,,,,,,,
Urocitellus endemicus,SOUTHERN IDAHO GROUND SQUIRREL,doc 1 CCAA,USFWS,,Y,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_302.pdf, ,,,,,,,,,,,,,
Urocitellus endemicus,SOUTHERN IDAHO GROUND SQUIRREL,doc 1 CCAA,Private landowner,,Y,P,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_302.pdf, ,,Implement habitat maintenance  // Allow translocation of southern Idaho ground squirrels ,"Prohibit southern Idaho ground squirrel shooting, trapping, or poisoning to protect individual ground squirrels and ground squirrel populations ",,,,"Allow agency access to Participating Landowner's property to identify occupied southern Idaho ground squirrel sites and document habitat conditions, implement conservation measures, and monitor effectiveness and compliance with the Agreement and site-specific plan. ",,,,Enrolled landowners will notify the IDFG and the Service at least one (1) month prior to new ground disturbing activities within ground squirrel protected areas. ,"Activelypursuefunding,ifnecessary,toimplementthesite-specificplan. Thiscouldbe in the form of, for example, providing in-kind cost-share or application for h n d s under the Farm Bill, Partners for Fish and Wildlife Program, or the Private Stewardship Grants Program. ",
Urocitellus endemicus,SOUTHERN IDAHO GROUND SQUIRREL,doc 1 CCAA,Private landowner,,Y,P,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_302.pdf, ,,Implement habitat maintenance or enhancement measures on the enrolled land,"Prohibit southern Idaho ground squirrel shooting, trapping, or poisoning to protect individual ground squirrels and ground squirrel populations. // Allow translocation of southern Idaho ground squirrels into unockupied, suitable habitat if necessary for'ground squirrel population conservation purposes",0,0,0,,0,0,0,"Allow agency access to Participating Landowner's property to identify occupied southern Idaho ground squirrel sites and document habitat conditions, implement conservation measures, and monitor effectiveness and compliance with the Agreement and site-specific plan.","Actively pursue funding, if necessary, to implement the site-specific plan. This could be in the form of, for example, providing in-kind cost-share or application for hnds under the Farm Bill, Partners for Fish and Wildlife Program, or the Private Stewardship Grants Program", 
Pseudanophthalmus inexpectatus,SURPRISING CAVE BEETLE,doc 1 - info taken from federal registry ,"NPS, USFWS",N,N,M,N/A,,,,,,,,,,,,,,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,Bozeman Fish Technology center (USFWS), ,N,?,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf,"Table only indicates who the lead partner is for each action, not all of the partners involved",,,,,,,,,,,,,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,"Bozeman Fish Technology center (USFWS), Montana State University", ,N,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf, ,Add to reseach and monitoring??,,,,,,,,,,,,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,"Bozeman Fish Technology center (USFWS), Montana State University, Montana Fish Wildlife and Parks",  ,N,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf, ,Land/stream use review/regulation,,,,,,,,,,annual coordination ,,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,"Bozeman Fish Technology center (USFWS), Montana State University, Montana Fish Wildlife and Parks",  ,N,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf, ,,0,0,0,0,0,Land/stream use review/regulation ,0,0,0,Annual coordinatin ,0,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,Montana State University, ,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf, ,,,,,,,,,,,,,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,Montana Fish Wildlife and Parks, ,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf, ,,,,,,,,,,,,,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,"Other partners (neighboring land owners, EPA, COE)",,,?,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf,No actions specified for these - also not signataries for agreement ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Individual Property HCP Development,"Not species specific but very much included in documentation - ""During development of GCP Site Plans, FCCD and USFWS will determine which of the four covered species should be addressed with the measures below. These determinations will be based on occupancy, habitats types present, soil depths, and location in the County. For example, currently sharp-tailed grouse is more likely in the northern portion of the County."" [The MSGCP will cover the Columbia Basin pygmy rabbit (an endangered species), the Greater sage grouse and Washington ground squirrel (both candidate species), and the Columbian sharptailed grouse (a species of concern).]",Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf,7 applicable here?,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Duties and Responsibilities of the FCCD Board of Supervisors,,Y,?,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Duties and Responsibilities of the MSGCP Administrator,,Y,?,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,USFWS,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Implementation and Monitoring Committee (IM Committee),,Y,M?,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf,Different memebers have functional tasks?,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Washington State Department of Fish and Wildlife,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Natural Resources Conservation Service,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Farm Service Agency ,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,"Continue CRP/SAFE and other FSA program implementation, including farm field compliance checks as required by each program. ",,,,,,,,,Provide data to FCCD on acreage changes on individual farm tracts enrolled in Farm Bill programs. ,"If a project is funded or permitted by NRCS, FSA, or another Federal agency, then that agency would need to consider the NHPA. ",
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Farm Service Agency ,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,0,0,0,0,0,0,0,0,0,"Continue CRP/SAFE and other FSA program implementation, including farm field compliance checks as required by each program. / Ensure cultural resources and historical preservation compliance as appropriate for FSA programs / Provide data to FCCD on acreage changes on individual farm tracts enrolled in Farm Bill programs",0,
,,,,,,,,,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Washington State Department of Natural Resources,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,BLM,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,The Nature Conservancy ,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 2 Multi-Species Candidate Conservation Agreement with Assurances,Threemile Canyon Farms,"""to benefit all covered species""+ ground squirrel",N,S*P,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_231.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 2 Multi-Species Candidate Conservation Agreement with Assurances,The Nature Conservancy ,"""to benefit all covered species""+ ground squirrel",N,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_231.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 2 Multi-Species Candidate Conservation Agreement with Assurances,Portland General Electric ,"""to benefit all covered species""+ ground squirrel",N,S*P,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_231.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 2 Multi-Species Candidate Conservation Agreement with Assurances,USFWS,"""all species""",N,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_231.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 2 Multi-Species Candidate Conservation Agreement with Assurances,Oregon Department of Fish and Wildlife,"""all species""",N,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_231.pdf, ,ADD double list as species too,,,,,,,,,,,,
Sonorella macrophallus,WET CANYON TALUSSNAIL,doc 1 Conservation Assessment and Strategy,USFS,,N,,,,"Perform fuels evaluation // Submit an ""Application for Permit"" for an
instream water right ",Remove trail from talus slope,,,,,Amend Forest Plan to designate Wet Canyon as a Special Management Area,"Issue ""no surface occupancy"" stipulations for mineral leasing",unc,,,,
Sonorella macrophallus,WET CANYON TALUSSNAIL,doc 1 Conservation Assessment and Strategy,USFS,,N,,,,,0,0,0,0,0,"Amend Forest Plan to designate Wet Canyon as a Special Management Area / Remove trail from talus slope / Perform fuels evaluation / Implement fire restriction during high fire
risks","Submit an “Application for Permit"" for an instream water right on Wet Canyon Creek by the end of FY00 to help maintain a suitable environment for Wet Canyon talussnail and to promote the health of the canyon’s riparian and aquatic systems.",Monitor discharge in Wet Canyon to establish a hydrographic baseline by the end of FY 01. Monitoring procedures to be developed by the Forest Hydrologist. / Perform fuels evaluation,0,,0,
,,,,,,,,,,,,,,,,,,,,,
Sonorella macrophallus,WET CANYON TALUSSNAIL,doc 1 Conservation Assessment and Strategy,USFWS,,N,,,,,,,,,,,,,,,,
Sonorella macrophallus,WET CANYON TALUSSNAIL,doc 1 Conservation Assessment and Strategy,Arizona Game and Fish Department,,N,,,,,,,,,,,,,,,,
Sonorella macrophallus,WET CANYON TALUSSNAIL,doc 1 Conservation Assessment and Strategy,"USFS, USFWS, Arizona Game and Fish Department",,N,M,,,,,,,,,,,,,,,
Sonorella macrophallus,WET CANYON TALUSSNAIL,doc 1 Conservation Assessment and Strategy,"USFS, USFWS",,N,M,,,,,,,,,,,,,,,
Penstemon scariosus albifluvis,WHITE RIVER BEARDTONGUE,doc 1 Conservation agreement,"Uintah County, the Utah School and Institutional Trust Lands Administration, the Utah Governor’s Public Lands Policy Coordination Office, the Utah Division of Wildlife Resources, BLM, USFWS  ",,Y?,M,,"""This Agreement formalizes the objectives, timelines, and administration of conservation protocols for these species between the USFWS,Bureau of Land Management (BLM), SITLA, Uintah County, Utah Division of Wildlife Resources (DWR), the Governor’s Public Lands Policy Coordination Office (PLPCO), and private landholders.""",,,,,,,,,,,,,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,NPS,,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,,,,,,,,,,,,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,"USFS, Fishlake National Forest",,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,,,,,,,,,,,,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,BLM,,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,,,,,,,,,,,,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,"BLM, Fishlake National Forest",,N,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,,,,,,,,,,,,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,"USFS, BLM,  NPS, USFWS",,N,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,,,,,,,,,,,,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,USFWS,,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,,,,,,,,,,,,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,"BLM, NPS",,N,M,,,,,,,,,,,,,,,
Solidago plumosa,YADKIN RIVER GOLDENROD,doc 1 cca,Alcoa Power Generating Inc,,N,P,https://www.fws.gov/asheville/pdfs/Yadkin-River-Goldenrod_CCA_07-12-2013.pdf, ,,,,,,,,,,,,,
Solidago plumosa,YADKIN RIVER GOLDENROD,doc 1 cca,North Carolina Plant Conservation Program,,N,X,https://www.fws.gov/asheville/pdfs/Yadkin-River-Goldenrod_CCA_07-12-2013.pdf, ,,,,,,,,,,,,,
Solidago plumosa,YADKIN RIVER GOLDENROD,doc 1 cca,USFWS,,N,P,https://www.fws.gov/asheville/pdfs/Yadkin-River-Goldenrod_CCA_07-12-2013.pdf, ,,,,,,,,,,,,,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,ALL Parties ,,,M,,,,,,,,,,"Ensure the actions covered by this CCA are consistent with applicable federal, state, local, and tribal laws and regulations and other standing cooperative agreements with the EBCI and the NCWRC. ",,,,,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,"Duke Energy, Tennessee Valley Authority, North Carolina Wildlife Resources Commission, Eastern Band of Cherokee Indians",,,M,,,,,,,,,,,"Provide assistance to annual Sicklefin Redhorse broodstock sampling and collection in the Little Tennessee, Oconaluftee, Tuckasegee, and Hiwassee Rivers. // Periodically assess the distribution, abundance, and conservation status of the Sicklefin Redhorse across its range in North Carolina. ",,"Provide coordination, leadership, personnel, and equipment to Sicklefin Redhorse broodstock sampling and collection in the Little Tennessee, Oconaluftee, and Tuckasegee Rivers. ",,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,"North Carolina Wildlife Resources Commission, Georgia Department of Natural Resources",,,M,,,,Stock fry/fingerling Sicklefin Redhorse upstream of the dams within the historic range of the Sicklefin Redhorse. ,,,,,,,,,,,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,"Warm Springs National Fish Hatchery, Conservation Fisheries Inc, USFWS",,,M,,,,,Hatchery operations and other species management activities. ,,,,"WSNFH operations, including employee hours, upkeep of culture systems, propagation, and maintenance/repair of equipment. ",,,,,,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,Conservation Fisheries Inc ,,,,,,,,,,,,"CFI operations, including employee hours, upkeep of culture systems, propagation, and maintenance/repair of equipment. ",,,,,,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,"USFWS, North Carolina Wildlife Resources Commission ",,,M,,,,,,,,,,,"Provide assistance and equipment to annual Sicklefin Redhorse broodstock sampling and collection in the Little Tennessee, Oconaluftee, Tuckasegee, and Hiwassee Rivers. ",,,,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,"USFWS, Duke Energy, Tennessee Valley Authority",,,M,,,,,"Investigate feasibility of expanding populations beyond extant barriers into presently unoccupied habitats (the Cheoah River and Cheoah Dam tailrace/ Calderwood Reservoir; the Hiwassee River and major tributaries upstream from Mission Dam; the Little Tennessee River and major tributaries upstream from the Franklin Dam, Nottely River, and Nantahala River) by stocking. ",,,,,,,,,,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,"USFWS, Young Harris College",,,,,,,,,,,,,,"Continue annual monitoring of adult breeding population of the Sicklefin Redhorse in the Georgia portion of Brasstown Creek. Complete at least one additional spawning season survey in the Georgia portions of the Nottely, Hiwassee, and Little Tennessee Rivers for undiscovered populations of the Sicklefin Redhorse before any reintroduction efforts are initiated. Provide assistance and equipment to annual Sicklefin Redhorse broodstock sampling and collection in Brasstown Creek as needed. ",,,,
