Scientific name,Common name,agreement number ,partner in agreement,Note if plan is management area (and relevance to the species if information is present),Programatic (Y/N),type of partners,doc link,notes on actions taken (from notes tab),Don't know how to categorize action - dump text here,1. Land/Water Management,2. Species Management,3. Awareness raising,4. law enforcement and prosecution,"5. livelihood, economic and moral incentrives",6. Conservation Design and Planning,7. Legal and Policy frameworks,8. Research and monitoring,9. Education and Training,10. Institutional Development,funding ,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Natural Resources Conservation Service,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,0,0,Education and Public Awareness,0,Develop new BMPs or revise old BMPs as information is available,0,Promote existing or new Farm Bill programs to complement MSGCP in Douglas County,Inventories and Surveys / Technical Assistance,Education and Public Awareness / Technical Assistance,Administration and Coordination/ Ensure cultural resource and historic preservation compliance as appropriate for NRCS programs,0,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Farm Service Agency ,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,0,0,0,0,0,0,0,0,0,"Continue CRP/SAFE and other FSA program implementation, including farm field compliance checks as required by each program. / Ensure cultural resources and historical preservation compliance as appropriate for FSA programs / Provide data to FCCD on acreage changes on individual farm tracts enrolled in Farm Bill programs",0,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Washington State Department of Natural Resources,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,Continue to manage WDNR lands according to Washington State HB1309 Ecosystem Standards and other agency mandates,0,0,0,,Retain ownership in Douglas County and consolidate public ownership of WDNR Heritage Lands into the Moses Coulee Management area to provide HCA lands,"Verify lease compliance; manage and monitor leased lands to ensure range health. Fifteen percent of leases checked per year, as resources allow","Verify lease compliance; manage and monitor leased lands to ensure range health. Fifteen percent of leases checked per year, as resources allow",0,Adopt MSGCP expectations into future Resource Management Plans.,0,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,BLM,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,"Subject to the availability of federal appropriations and resources, apply integrated pestmanagement practices to control unwanted vegetation on public lands / Manage agency-owned or -controlled lands in accordance with the Spokane Resource
Management Plan (1992), or revisions of the plan",0,0,0,0,"Retain ownership in, and to the extent possible, support the consolidation of public ownership into, the Moses Coulee Management area",0,"Subject to the availability of federal appropriations and resources, survey and document ranges, populations, and habitats for Covered Species.","Provide technical assistance (site preparation, plan materials, and planting techniques) to the IM Committee for habitat enhancement or restoration practices","Provide technical assistance (site preparation, plan materials, and planting techniques) to the IM Committee for habitat enhancement or restoration practices./ Coordinate with and provide technical assistance to the IM Committee on issues
including, but not limited to, the development and implementation of the Adaptive
Management/Monitoring Program; and on collection, reviewing, and evaluating, data for
Covered Species",0,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,The Nature Conservancy ,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,"Continue collaboration with the USFWS, Douglas County Coordinated Weed Management Area, FCCD, and others to coordinate efforts for eradicating invasive weeds on public and private lands. / Continue TNC efforts to develop and/or increase shrub-steppe restoration capacities / Restrict public use of TNC owned lands in the area where appropriate in cases where such use poses a significant threat to habitat, ongoing research, or safety. / Consider additional property acquisition as appropriate to ensure protection and enhancement of the HCA lands.",0,"Provide information about the MSGCP as appropriate and feasible in State and organizational publications./ Promote and make available to the MSGCP program, research findings as appropriate related to the Covered Species and their habitats",0,0,"Restrict public use of TNC owned lands in the area where appropriate in cases where such use poses a significant threat to habitat, ongoing research, or safety. / Consider additional property acquisition as appropriate to ensure protection and enhancement of the HCA lands.",0,Work with agencies and other cooperating private landowners by monitoring species and community conditions as funding allows. /,Assist in exporting “lessons learned” through the MSGCP to other communities and landscapes as appropriate in North Central Washington and beyond.,"Collaborate with the USFWS, WDFW, BLM, and others where appropriate to provide sites for reintroducing federally endangered pygmy rabbits as appropriate and feasible / Cooperate with and provide technical assistance to the IM Committee, including assistance in the development and implementation of the Adaptive ",0,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 2 Multi-Species Candidate Conservation Agreement with Assurances,Threemile Canyon Farms,"""to benefit all covered species""+ ground squirrel",N,S*P,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_231.pdf, ,,"The Farm has first response responsibility for controlling and suppressing wildfire on the Farm Conservation Areas and the undeveloped portions of the Farm / ""The Farm shall create and maintain a 250-foot buffer zone separating the Farm Conservation Areas from farm activities. / the Farm will not allow
grazing on the undeveloped portions of the Farm and the Conservation Areas
between May 15 and November 1 beginning in 2004""",0,0,0,0,The conservation easement will ensure the permanent protection of the Farm Conservation Areas.,0,the Farm commits to conduct a survey for Washington ground squirrels prior to ground disturbance on the radar range.,0,"The Farm has led the coordination efforts of TNC, PGE, ODFW, and USFWS in developing the management plans and Conservation Commitments embodied within this MSCCAA / The Farm will provide ODFW and USFWS at least 30 days notification prior to a
ground squirrel survey within the radar range. The notification period is intended to
provide the opportunity for either agency to translocate individuals for conservation
or research purposes","Threemile Canyon Farms will fund TNC’s management activities within the Farm Conservation Areas up to a maximum of $130,000 (indexed for inflation) annually.", 
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 2 Multi-Species Candidate Conservation Agreement with Assurances,The Nature Conservancy ,"""to benefit all covered species""+ ground squirrel",N,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_231.pdf, ,,"discing for weed abatement, restoration, or fire control; drilling as a means for revegetation; weed control; fire suppression; prescribed fire; / TNC will maintain, and improve where feasible, Washington ground squirrel habitat within the Farm Conservation Areas by taking steps to minimize destructive, unauthorized uses and by avoiding destructive soil disturbances from covered activities in active colony areas. The use of discing within Farm Conservation Areas will not occur in areas where damage to active ground squirrel burrows could occur and drilling will not occur in locations where it may negatively impact squirrel habitat",0,0,0,0,"fence removal, construction, and/or maintenance",0,vegetation and wildlife surveys; research,0,"controlling access; grazing - For the duration of the grazing lease agreement, TNC will work closely with the
Farm, the grazing leaseholder and USFWS to recommend methods of reducing
impacts of grazing and livestock management activities on Covered Species and their
habitats on the Farm Conservation Areas. ",0,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 2 Multi-Species Candidate Conservation Agreement with Assurances,Portland General Electric ,"""to benefit all covered species""+ ground squirrel",N,S*P,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_231.pdf, ,,"fire management activities • weed control / The Conservation Area has a long history of previous livestock grazing; however, PGE has taken great care to manage livestock grazing in an environmentally sensitive manner since taking ownership of the land. When grazing is permitted, PGE Environmental Services staff will coordinate with USFWS and use professional judgment to determine the actual length of the grazing period and number of livestock permitted, within the standards described above. / ""deposition of fugitive coal dust from the coal yard / periodic livestock grazing / Portions of the designated by-product disposal area south of Carty Reservoir will be
developed incrementally and only as needed, rather than all at once. Landfill sites will be
kept to approximately 40 acres in size. Once a landfill has reached its full capacity, it will
be decommissioned. This will involve covering the site with at least 24 inches of soil and
planting vegetation. When it becomes necessary to decommission a landfill, PGE will
meet with the USFWS, ODFW, and TNC to develop a revegetation plan. If PGE
eventually develops the by-product disposal area east of the coal yard, a 250-foot buffer
will be maintained between the disposal area and the designated PGE Conservation Area. """,0,0,0,0,limited vehicle traffic and road maintenance as necessary / fence maintenance,0,"all environmental and biological monitoring associated with PGE’s Site Certificate requirements, monitoring as required by this Agreement, and any new monitoring deemed appropriate for the area",0,PGE will develop a management plan for the PGE Conservation Area within the first six months of the Agreement.,0,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 2 Multi-Species Candidate Conservation Agreement with Assurances,USFWS,"""all species""",N,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_231.pdf, ,,0,0,0,0,0,0,"will issue to Threemile Canyon Farms, TNC, PGE, and ODFW, ESA section 10(a)(1)(A) permits for the Covered Species consistent with this MSCCAA",0,0,0,0,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 2 Multi-Species Candidate Conservation Agreement with Assurances,Oregon Department of Fish and Wildlife,"""all species""",N,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_231.pdf, ,,"Managing the timing, number, and methods of any hunting to be allowed on the conservation areas to minimize take and/or the harassment of the Covered Species and their habitat",0,0,0,0,0,"ODFW will also help to ensure that this Agreement is consistent with current applicable State laws and regulations governing management of non-listed species / ODFW shall be a Permittee under the section 10(a)(1)(A) permits to insure ESA
coverage for activities undertaken in accordance with its responsibilities under this
Agreement. ",Conducting surveys for the Covered Species and otherwise monitoring the distribution and status of the Covered Species within the Conservation Areas of the Farm and PGE,0,Assisting with annual reports as may be necessary.,0,
Sonorella macrophallus,WET CANYON TALUSSNAIL,doc 1 Conservation Assessment and Strategy,USFS,,N,,,,,0,0,0,0,0,"Amend Forest Plan to designate Wet Canyon as a Special Management Area / Remove trail from talus slope / Perform fuels evaluation / Implement fire restriction during high fire
risks","Submit an “Application for Permit"" for an instream water right on Wet Canyon Creek by the end of FY00 to help maintain a suitable environment for Wet Canyon talussnail and to promote the health of the canyon’s riparian and aquatic systems.",Monitor discharge in Wet Canyon to establish a hydrographic baseline by the end of FY 01. Monitoring procedures to be developed by the Forest Hydrologist. / Perform fuels evaluation,0,,0,
Sonorella macrophallus,WET CANYON TALUSSNAIL,doc 1 Conservation Assessment and Strategy,USFWS,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,
Sonorella macrophallus,WET CANYON TALUSSNAIL,doc 1 Conservation Assessment and Strategy,Arizona Game and Fish Department,,N,,,,,0,0,0,0,0,0,0,Evaluate the potential of Wet Canyon Creek aquatic macroinvertebrates for tracking aquatic health trends as part of the monitoring program.,0,0,0,
Sonorella macrophallus,WET CANYON TALUSSNAIL,doc 1 Conservation Assessment and Strategy,"USFS, USFWS, Arizona Game and Fish Department",,N,M,,,,0,0,0,0,0,0,0,Develop monitoring program /  Inventory riparian area of Wet Canyon,Develop information and education program,0,0,
Sonorella macrophallus,WET CANYON TALUSSNAIL,doc 1 Conservation Assessment and Strategy,"USFS, USFWS",,N,M,,,,0,0,0,0,0,Give full consideration to the talussnail during reconstruction of Highway 366,0,0,0,0,0,
Penstemon scariosus albifluvis,WHITE RIVER BEARDTONGUE,doc 1 Conservation agreement,"Uintah County, the Utah School and Institutional Trust Lands Administration, the Utah Governor’s Public Lands Policy Coordination Office, the Utah Division of Wildlife Resources, BLM, USFWS  ",,Y?,M,,"""This Agreement formalizes the objectives, timelines, and administration of conservation protocols for these species between the USFWS,Bureau of Land Management (BLM), SITLA, Uintah County, Utah Division of Wildlife Resources (DWR), the Governor’s Public Lands Policy Coordination Office (PLPCO), and private landholders.""",,Establishment and management of conservation areas,0,0,0,0,Establishment and management of conservation areas,0,0,0,Establishment of the conservation team,,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,NPS,,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,0,0,0,0,0,Avoid road building & improvement activities outside existing roadways where Navajo endemics are located,0,Inventory Remaining Suitable Habitat / Establish & Conduct Population Trend Monitoring Studies ,Develop Public Awareness brochures and programs,0,0,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,"USFS, Fishlake National Forest",,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,0,0,0,0,0,Avoid road building & improvement activities outside existing roadways where Navajo endemics are located / Maintain Existing Fences ,0,Inventory Remaining Suitable Habitat / Establish & Conduct Population Trend Monitoring Studies ,Develop Public Awareness brochures and programs,0,0,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,BLM,,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,0,0,0,0,0,Avoid road building & improvement activities outside existing roadways where Navajo endemics are located / Maintain Existing Fences ,0,Inventory Remaining Suitable Habitat/ Establish & Conduct Population Trend Monitoring Studies ,Develop Public Awareness brochures and programs,0,0,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,"BLM, Fishlake National Forest",,N,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,Adjust surface disturbance locations to avoid Navajo endemics for Discretionary and Leasable Minerals ,0,0,0,0,"Lands containing Navajo endemics will not be identified for disposal, exchange, etc.",0,0,0,0,0,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,"USFS, BLM,  NPS, USFWS",,N,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,0,0,0,0,0,Work to acquire private and state lands that contain Navajo endemics,0,0,Educate federal law enforcement staff in the Strategy area about these species,0,0,
Aliciella caespitosa,WONDERLAND ALICE-FLOWER,doc 1 Conservation agreement,USFWS,,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf, ,,0,0,0,0,0,0,List Navajo endemics in the Convention of International Trade in Endangered Species of Fauna and Flora,0,Develop Public Awareness brochures and programs,0,0,
Solidago plumosa,YADKIN RIVER GOLDENROD,doc 1 cca,Alcoa Power Generating Inc,,N,P,https://www.fws.gov/asheville/pdfs/Yadkin-River-Goldenrod_CCA_07-12-2013.pdf, ,,"conduct annual control of invasive exotic species, which include Albizia julibrissin (Mimosa), bush honeysuckle (Lonicera x bella), privet (Ligustrum sinense) and Japanese honeysuckle (Lonicera japonica) at the Project Site.",0,maintain signs below Narrows Dam to discourage recreationists from entering the tailwaters area and trampling the plant.,0,0,0,0,conduct annual monitoring to include standardized enumeration of stems and rosettes (Bates 2005) combined with georeferenced maps/photographs.,0,provide NCPCP and USFWS personnel access to its property for the sole purposes established by this Agreement including monitoring the Yadkin River goldenrod at its existing sites,0,
Solidago plumosa,YADKIN RIVER GOLDENROD,doc 1 cca,North Carolina Plant Conservation Program,,N,X,https://www.fws.gov/asheville/pdfs/Yadkin-River-Goldenrod_CCA_07-12-2013.pdf, ,,0,0,0,0,0,0,0,conduct annual monitoring to include standardized enumeration of stems and rosettes (Bates 2005) combined with georeferenced maps/photographs.,0,0,0,
Solidago plumosa,YADKIN RIVER GOLDENROD,doc 1 cca,USFWS,,N,P,https://www.fws.gov/asheville/pdfs/Yadkin-River-Goldenrod_CCA_07-12-2013.pdf, ,,0,0,0,0,0,0,0,conduct annual monitoring to include standardized enumeration of stems and rosettes (Bates 2005) combined with georeferenced maps/photographs.,0,0,0,
